id,timestamp,item,co_op,loc,supply,price,year,month,week,day,yemon,holiday
CR_C_J_20190322,2019-03-22,CR,C,J,8.4,15.0,2019,3,12,4,2019-03,0
CR_C_J_20190323,2019-03-23,CR,C,J,0.0,0.0,2019,3,12,5,2019-03,0
CR_C_J_20190324,2019-03-24,CR,C,J,0.0,0.0,2019,3,12,6,2019-03,0
CR_C_J_20190325,2019-03-25,CR,C,J,0.0,0.0,2019,3,13,0,2019-03,0
CR_C_J_20190326,2019-03-26,CR,C,J,53.6,10.16,2019,3,13,1,2019-03,0
CR_C_J_20190327,2019-03-27,CR,C,J,56.2,13.04,2019,3,13,2,2019-03,0
CR_C_J_20190328,2019-03-28,CR,C,J,0.0,0.0,2019,3,13,3,2019-03,0
CR_C_J_20190329,2019-03-29,CR,C,J,0.0,0.0,2019,3,13,4,2019-03,0
CR_C_J_20190330,2019-03-30,CR,C,J,0.0,0.0,2019,3,13,5,2019-03,0
CR_C_J_20190331,2019-03-31,CR,C,J,0.0,0.0,2019,3,13,6,2019-03,0
CR_C_J_20190401,2019-04-01,CR,C,J,16.8,15.0,2019,4,14,0,2019-04,0
CR_C_J_20190402,2019-04-02,CR,C,J,0.0,0.0,2019,4,14,1,2019-04,0
CR_C_J_20190403,2019-04-03,CR,C,J,0.0,0.0,2019,4,14,2,2019-04,0
CR_C_J_20190404,2019-04-04,CR,C,J,96.8,11.52,2019,4,14,3,2019-04,0
CR_C_J_20190405,2019-04-05,CR,C,J,200.0,10.37,2019,4,14,4,2019-04,0
CR_C_J_20190406,2019-04-06,CR,C,J,0.0,0.0,2019,4,14,5,2019-04,0
CR_C_J_20190407,2019-04-07,CR,C,J,0.0,0.0,2019,4,14,6,2019-04,0
CR_C_J_20190408,2019-04-08,CR,C,J,200.0,11.53,2019,4,15,0,2019-04,0
CR_C_J_20190409,2019-04-09,CR,C,J,108.8,12.38,2019,4,15,1,2019-04,0
CR_C_J_20190410,2019-04-10,CR,C,J,192.8,10.91,2019,4,15,2,2019-04,0
CR_C_J_20190411,2019-04-11,CR,C,J,16.8,17.0,2019,4,15,3,2019-04,0
CR_C_J_20190412,2019-04-12,CR,C,J,179.6,11.5,2019,4,15,4,2019-04,0
CR_C_J_20190413,2019-04-13,CR,C,J,0.0,0.0,2019,4,15,5,2019-04,0
CR_C_J_20190414,2019-04-14,CR,C,J,0.0,0.0,2019,4,15,6,2019-04,0
CR_C_J_20190415,2019-04-15,CR,C,J,0.0,0.0,2019,4,16,0,2019-04,0
CR_C_J_20190416,2019-04-16,CR,C,J,0.0,0.0,2019,4,16,1,2019-04,0
CR_C_J_20190417,2019-04-17,CR,C,J,208.8,12.4,2019,4,16,2,2019-04,0
CR_C_J_20190418,2019-04-18,CR,C,J,204.0,10.9,2019,4,16,3,2019-04,0
CR_C_J_20190419,2019-04-19,CR,C,J,0.0,0.0,2019,4,16,4,2019-04,0
CR_C_J_20190420,2019-04-20,CR,C,J,0.0,0.0,2019,4,16,5,2019-04,0
CR_C_J_20190421,2019-04-21,CR,C,J,0.0,0.0,2019,4,16,6,2019-04,0
CR_C_J_20190422,2019-04-22,CR,C,J,16.8,17.0,2019,4,17,0,2019-04,0
CR_C_J_20190423,2019-04-23,CR,C,J,0.0,0.0,2019,4,17,1,2019-04,0
CR_C_J_20190424,2019-04-24,CR,C,J,0.0,0.0,2019,4,17,2,2019-04,0
CR_C_J_20190425,2019-04-25,CR,C,J,0.0,0.0,2019,4,17,3,2019-04,0
CR_C_J_20190426,2019-04-26,CR,C,J,16.8,17.0,2019,4,17,4,2019-04,0
CR_C_J_20190427,2019-04-27,CR,C,J,0.0,0.0,2019,4,17,5,2019-04,0
CR_C_J_20190428,2019-04-28,CR,C,J,0.0,0.0,2019,4,17,6,2019-04,0
CR_C_J_20190429,2019-04-29,CR,C,J,0.0,0.0,2019,4,18,0,2019-04,0
CR_C_J_20190430,2019-04-30,CR,C,J,0.0,0.0,2019,4,18,1,2019-04,0
CR_C_J_20190501,2019-05-01,CR,C,J,0.0,0.0,2019,5,18,2,2019-05,0
CR_C_J_20190502,2019-05-02,CR,C,J,33.6,17.0,2019,5,18,3,2019-05,0
CR_C_J_20190503,2019-05-03,CR,C,J,0.0,0.0,2019,5,18,4,2019-05,0
CR_C_J_20190504,2019-05-04,CR,C,J,0.0,0.0,2019,5,18,5,2019-05,0
CR_C_J_20190505,2019-05-05,CR,C,J,0.0,0.0,2019,5,18,6,2019-05,1
CR_C_J_20190506,2019-05-06,CR,C,J,0.0,0.0,2019,5,19,0,2019-05,1
CR_C_J_20190507,2019-05-07,CR,C,J,0.0,0.0,2019,5,19,1,2019-05,0
CR_C_J_20190508,2019-05-08,CR,C,J,0.0,0.0,2019,5,19,2,2019-05,0
CR_C_J_20190509,2019-05-09,CR,C,J,0.0,0.0,2019,5,19,3,2019-05,0
CR_C_J_20190510,2019-05-10,CR,C,J,0.0,0.0,2019,5,19,4,2019-05,0
CR_C_J_20190511,2019-05-11,CR,C,J,16.8,17.0,2019,5,19,5,2019-05,0
CR_C_J_20190512,2019-05-12,CR,C,J,0.0,0.0,2019,5,19,6,2019-05,1
CR_C_J_20190513,2019-05-13,CR,C,J,16.8,17.0,2019,5,20,0,2019-05,0
CR_C_J_20190514,2019-05-14,CR,C,J,0.0,0.0,2019,5,20,1,2019-05,0
CR_C_J_20190515,2019-05-15,CR,C,J,0.0,0.0,2019,5,20,2,2019-05,0
CR_C_J_20190516,2019-05-16,CR,C,J,0.0,0.0,2019,5,20,3,2019-05,0
CR_C_J_20190517,2019-05-17,CR,C,J,0.0,0.0,2019,5,20,4,2019-05,0
CR_C_J_20190518,2019-05-18,CR,C,J,0.0,0.0,2019,5,20,5,2019-05,0
CR_C_J_20190519,2019-05-19,CR,C,J,0.0,0.0,2019,5,20,6,2019-05,0
CR_C_J_20190520,2019-05-20,CR,C,J,0.0,0.0,2019,5,21,0,2019-05,0
CR_C_J_20190521,2019-05-21,CR,C,J,0.0,0.0,2019,5,21,1,2019-05,0
CR_C_J_20190522,2019-05-22,CR,C,J,0.0,0.0,2019,5,21,2,2019-05,0
CR_C_J_20190523,2019-05-23,CR,C,J,0.0,0.0,2019,5,21,3,2019-05,0
CR_C_J_20190524,2019-05-24,CR,C,J,0.0,0.0,2019,5,21,4,2019-05,0
CR_C_J_20190525,2019-05-25,CR,C,J,0.0,0.0,2019,5,21,5,2019-05,0
CR_C_J_20190526,2019-05-26,CR,C,J,0.0,0.0,2019,5,21,6,2019-05,0
CR_C_J_20190527,2019-05-27,CR,C,J,0.0,0.0,2019,5,22,0,2019-05,0
CR_C_J_20190528,2019-05-28,CR,C,J,0.0,0.0,2019,5,22,1,2019-05,0
CR_C_J_20190529,2019-05-29,CR,C,J,0.0,0.0,2019,5,22,2,2019-05,0
CR_C_J_20190530,2019-05-30,CR,C,J,0.0,0.0,2019,5,22,3,2019-05,0
CR_C_J_20190531,2019-05-31,CR,C,J,0.0,0.0,2019,5,22,4,2019-05,0
CR_C_J_20190601,2019-06-01,CR,C,J,0.0,0.0,2019,6,22,5,2019-06,0
CR_C_J_20190602,2019-06-02,CR,C,J,0.0,0.0,2019,6,22,6,2019-06,0
CR_C_J_20190603,2019-06-03,CR,C,J,0.0,0.0,2019,6,23,0,2019-06,0
CR_C_J_20190604,2019-06-04,CR,C,J,0.0,0.0,2019,6,23,1,2019-06,0
CR_C_J_20190605,2019-06-05,CR,C,J,0.0,0.0,2019,6,23,2,2019-06,0
CR_C_J_20190606,2019-06-06,CR,C,J,0.0,0.0,2019,6,23,3,2019-06,1
CR_C_J_20190607,2019-06-07,CR,C,J,0.0,0.0,2019,6,23,4,2019-06,0
CR_C_J_20190608,2019-06-08,CR,C,J,0.0,0.0,2019,6,23,5,2019-06,0
CR_C_J_20190609,2019-06-09,CR,C,J,0.0,0.0,2019,6,23,6,2019-06,0
CR_C_J_20190610,2019-06-10,CR,C,J,0.0,0.0,2019,6,24,0,2019-06,0
CR_C_J_20190611,2019-06-11,CR,C,J,0.0,0.0,2019,6,24,1,2019-06,0
CR_C_J_20190612,2019-06-12,CR,C,J,0.0,0.0,2019,6,24,2,2019-06,0
CR_C_J_20190613,2019-06-13,CR,C,J,0.0,0.0,2019,6,24,3,2019-06,0
CR_C_J_20190614,2019-06-14,CR,C,J,0.0,0.0,2019,6,24,4,2019-06,0
CR_C_J_20190615,2019-06-15,CR,C,J,0.0,0.0,2019,6,24,5,2019-06,0
CR_C_J_20190616,2019-06-16,CR,C,J,0.0,0.0,2019,6,24,6,2019-06,0
CR_C_J_20190617,2019-06-17,CR,C,J,0.0,0.0,2019,6,25,0,2019-06,0
CR_C_J_20190618,2019-06-18,CR,C,J,0.0,0.0,2019,6,25,1,2019-06,0
CR_C_J_20190619,2019-06-19,CR,C,J,0.0,0.0,2019,6,25,2,2019-06,0
CR_C_J_20190620,2019-06-20,CR,C,J,0.0,0.0,2019,6,25,3,2019-06,0
CR_C_J_20190621,2019-06-21,CR,C,J,0.0,0.0,2019,6,25,4,2019-06,0
CR_C_J_20190622,2019-06-22,CR,C,J,0.0,0.0,2019,6,25,5,2019-06,0
CR_C_J_20190623,2019-06-23,CR,C,J,0.0,0.0,2019,6,25,6,2019-06,0
CR_C_J_20190624,2019-06-24,CR,C,J,0.0,0.0,2019,6,26,0,2019-06,0
CR_C_J_20190625,2019-06-25,CR,C,J,0.0,0.0,2019,6,26,1,2019-06,0
CR_C_J_20190626,2019-06-26,CR,C,J,0.0,0.0,2019,6,26,2,2019-06,0
CR_C_J_20190627,2019-06-27,CR,C,J,0.0,0.0,2019,6,26,3,2019-06,0
CR_C_J_20190628,2019-06-28,CR,C,J,0.0,0.0,2019,6,26,4,2019-06,0
CR_C_J_20190629,2019-06-29,CR,C,J,0.0,0.0,2019,6,26,5,2019-06,0
CR_C_J_20190630,2019-06-30,CR,C,J,0.0,0.0,2019,6,26,6,2019-06,0
CR_C_J_20190701,2019-07-01,CR,C,J,0.0,0.0,2019,7,27,0,2019-07,0
CR_C_J_20190702,2019-07-02,CR,C,J,0.0,0.0,2019,7,27,1,2019-07,0
CR_C_J_20190703,2019-07-03,CR,C,J,0.0,0.0,2019,7,27,2,2019-07,0
CR_C_J_20190704,2019-07-04,CR,C,J,0.0,0.0,2019,7,27,3,2019-07,0
CR_C_J_20190705,2019-07-05,CR,C,J,0.0,0.0,2019,7,27,4,2019-07,0
CR_C_J_20190706,2019-07-06,CR,C,J,0.0,0.0,2019,7,27,5,2019-07,0
CR_C_J_20190707,2019-07-07,CR,C,J,0.0,0.0,2019,7,27,6,2019-07,0
CR_C_J_20190708,2019-07-08,CR,C,J,0.0,0.0,2019,7,28,0,2019-07,0
CR_C_J_20190709,2019-07-09,CR,C,J,0.0,0.0,2019,7,28,1,2019-07,0
CR_C_J_20190710,2019-07-10,CR,C,J,0.0,0.0,2019,7,28,2,2019-07,0
CR_C_J_20190711,2019-07-11,CR,C,J,0.0,0.0,2019,7,28,3,2019-07,0
CR_C_J_20190712,2019-07-12,CR,C,J,0.0,0.0,2019,7,28,4,2019-07,0
CR_C_J_20190713,2019-07-13,CR,C,J,0.0,0.0,2019,7,28,5,2019-07,0
CR_C_J_20190714,2019-07-14,CR,C,J,0.0,0.0,2019,7,28,6,2019-07,0
CR_C_J_20190715,2019-07-15,CR,C,J,0.0,0.0,2019,7,29,0,2019-07,0
CR_C_J_20190716,2019-07-16,CR,C,J,0.0,0.0,2019,7,29,1,2019-07,0
CR_C_J_20190717,2019-07-17,CR,C,J,0.0,0.0,2019,7,29,2,2019-07,0
CR_C_J_20190718,2019-07-18,CR,C,J,0.0,0.0,2019,7,29,3,2019-07,0
CR_C_J_20190719,2019-07-19,CR,C,J,0.0,0.0,2019,7,29,4,2019-07,0
CR_C_J_20190720,2019-07-20,CR,C,J,0.0,0.0,2019,7,29,5,2019-07,0
CR_C_J_20190721,2019-07-21,CR,C,J,0.0,0.0,2019,7,29,6,2019-07,0
CR_C_J_20190722,2019-07-22,CR,C,J,0.0,0.0,2019,7,30,0,2019-07,0
CR_C_J_20190723,2019-07-23,CR,C,J,0.0,0.0,2019,7,30,1,2019-07,0
CR_C_J_20190724,2019-07-24,CR,C,J,0.0,0.0,2019,7,30,2,2019-07,0
CR_C_J_20190725,2019-07-25,CR,C,J,0.0,0.0,2019,7,30,3,2019-07,0
CR_C_J_20190726,2019-07-26,CR,C,J,0.0,0.0,2019,7,30,4,2019-07,0
CR_C_J_20190727,2019-07-27,CR,C,J,0.0,0.0,2019,7,30,5,2019-07,0
CR_C_J_20190728,2019-07-28,CR,C,J,0.0,0.0,2019,7,30,6,2019-07,0
CR_C_J_20190729,2019-07-29,CR,C,J,0.0,0.0,2019,7,31,0,2019-07,0
CR_C_J_20190730,2019-07-30,CR,C,J,0.0,0.0,2019,7,31,1,2019-07,0
CR_C_J_20190731,2019-07-31,CR,C,J,0.0,0.0,2019,7,31,2,2019-07,0
CR_C_J_20190801,2019-08-01,CR,C,J,0.0,0.0,2019,8,31,3,2019-08,0
CR_C_J_20190802,2019-08-02,CR,C,J,0.0,0.0,2019,8,31,4,2019-08,0
CR_C_J_20190803,2019-08-03,CR,C,J,0.0,0.0,2019,8,31,5,2019-08,0
CR_C_J_20190804,2019-08-04,CR,C,J,0.0,0.0,2019,8,31,6,2019-08,0
CR_C_J_20190805,2019-08-05,CR,C,J,0.0,0.0,2019,8,32,0,2019-08,0
CR_C_J_20190806,2019-08-06,CR,C,J,0.0,0.0,2019,8,32,1,2019-08,0
CR_C_J_20190807,2019-08-07,CR,C,J,0.0,0.0,2019,8,32,2,2019-08,0
CR_C_J_20190808,2019-08-08,CR,C,J,0.0,0.0,2019,8,32,3,2019-08,0
CR_C_J_20190809,2019-08-09,CR,C,J,0.0,0.0,2019,8,32,4,2019-08,0
CR_C_J_20190810,2019-08-10,CR,C,J,0.0,0.0,2019,8,32,5,2019-08,0
CR_C_J_20190811,2019-08-11,CR,C,J,0.0,0.0,2019,8,32,6,2019-08,0
CR_C_J_20190812,2019-08-12,CR,C,J,0.0,0.0,2019,8,33,0,2019-08,0
CR_C_J_20190813,2019-08-13,CR,C,J,0.0,0.0,2019,8,33,1,2019-08,0
CR_C_J_20190814,2019-08-14,CR,C,J,0.0,0.0,2019,8,33,2,2019-08,0
CR_C_J_20190815,2019-08-15,CR,C,J,0.0,0.0,2019,8,33,3,2019-08,1
CR_C_J_20190816,2019-08-16,CR,C,J,0.0,0.0,2019,8,33,4,2019-08,0
CR_C_J_20190817,2019-08-17,CR,C,J,0.0,0.0,2019,8,33,5,2019-08,0
CR_C_J_20190818,2019-08-18,CR,C,J,0.0,0.0,2019,8,33,6,2019-08,0
CR_C_J_20190819,2019-08-19,CR,C,J,0.0,0.0,2019,8,34,0,2019-08,0
CR_C_J_20190820,2019-08-20,CR,C,J,0.0,0.0,2019,8,34,1,2019-08,0
CR_C_J_20190821,2019-08-21,CR,C,J,0.0,0.0,2019,8,34,2,2019-08,0
CR_C_J_20190822,2019-08-22,CR,C,J,0.0,0.0,2019,8,34,3,2019-08,0
CR_C_J_20190823,2019-08-23,CR,C,J,0.0,0.0,2019,8,34,4,2019-08,0
CR_C_J_20190824,2019-08-24,CR,C,J,0.0,0.0,2019,8,34,5,2019-08,0
CR_C_J_20190825,2019-08-25,CR,C,J,0.0,0.0,2019,8,34,6,2019-08,0
CR_C_J_20190826,2019-08-26,CR,C,J,0.0,0.0,2019,8,35,0,2019-08,0
CR_C_J_20190827,2019-08-27,CR,C,J,0.0,0.0,2019,8,35,1,2019-08,0
CR_C_J_20190828,2019-08-28,CR,C,J,0.0,0.0,2019,8,35,2,2019-08,0
CR_C_J_20190829,2019-08-29,CR,C,J,0.0,0.0,2019,8,35,3,2019-08,0
CR_C_J_20190830,2019-08-30,CR,C,J,0.0,0.0,2019,8,35,4,2019-08,0
CR_C_J_20190831,2019-08-31,CR,C,J,0.0,0.0,2019,8,35,5,2019-08,0
CR_C_J_20190901,2019-09-01,CR,C,J,0.0,0.0,2019,9,35,6,2019-09,0
CR_C_J_20190902,2019-09-02,CR,C,J,0.0,0.0,2019,9,36,0,2019-09,0
CR_C_J_20190903,2019-09-03,CR,C,J,0.0,0.0,2019,9,36,1,2019-09,0
CR_C_J_20190904,2019-09-04,CR,C,J,0.0,0.0,2019,9,36,2,2019-09,0
CR_C_J_20190905,2019-09-05,CR,C,J,0.0,0.0,2019,9,36,3,2019-09,0
CR_C_J_20190906,2019-09-06,CR,C,J,0.0,0.0,2019,9,36,4,2019-09,0
CR_C_J_20190907,2019-09-07,CR,C,J,0.0,0.0,2019,9,36,5,2019-09,0
CR_C_J_20190908,2019-09-08,CR,C,J,0.0,0.0,2019,9,36,6,2019-09,0
CR_C_J_20190909,2019-09-09,CR,C,J,0.0,0.0,2019,9,37,0,2019-09,0
CR_C_J_20190910,2019-09-10,CR,C,J,0.0,0.0,2019,9,37,1,2019-09,0
CR_C_J_20190911,2019-09-11,CR,C,J,0.0,0.0,2019,9,37,2,2019-09,0
CR_C_J_20190912,2019-09-12,CR,C,J,0.0,0.0,2019,9,37,3,2019-09,1
CR_C_J_20190913,2019-09-13,CR,C,J,0.0,0.0,2019,9,37,4,2019-09,1
CR_C_J_20190914,2019-09-14,CR,C,J,0.0,0.0,2019,9,37,5,2019-09,1
CR_C_J_20190915,2019-09-15,CR,C,J,0.0,0.0,2019,9,37,6,2019-09,0
CR_C_J_20190916,2019-09-16,CR,C,J,0.0,0.0,2019,9,38,0,2019-09,0
CR_C_J_20190917,2019-09-17,CR,C,J,0.0,0.0,2019,9,38,1,2019-09,0
CR_C_J_20190918,2019-09-18,CR,C,J,0.0,0.0,2019,9,38,2,2019-09,0
CR_C_J_20190919,2019-09-19,CR,C,J,0.0,0.0,2019,9,38,3,2019-09,0
CR_C_J_20190920,2019-09-20,CR,C,J,0.0,0.0,2019,9,38,4,2019-09,0
CR_C_J_20190921,2019-09-21,CR,C,J,0.0,0.0,2019,9,38,5,2019-09,0
CR_C_J_20190922,2019-09-22,CR,C,J,0.0,0.0,2019,9,38,6,2019-09,0
CR_C_J_20190923,2019-09-23,CR,C,J,0.0,0.0,2019,9,39,0,2019-09,0
CR_C_J_20190924,2019-09-24,CR,C,J,0.0,0.0,2019,9,39,1,2019-09,0
CR_C_J_20190925,2019-09-25,CR,C,J,0.0,0.0,2019,9,39,2,2019-09,0
CR_C_J_20190926,2019-09-26,CR,C,J,0.0,0.0,2019,9,39,3,2019-09,0
CR_C_J_20190927,2019-09-27,CR,C,J,0.0,0.0,2019,9,39,4,2019-09,0
CR_C_J_20190928,2019-09-28,CR,C,J,0.0,0.0,2019,9,39,5,2019-09,0
CR_C_J_20190929,2019-09-29,CR,C,J,0.0,0.0,2019,9,39,6,2019-09,0
CR_C_J_20190930,2019-09-30,CR,C,J,0.0,0.0,2019,9,40,0,2019-09,0
CR_C_J_20191001,2019-10-01,CR,C,J,0.0,0.0,2019,10,40,1,2019-10,0
CR_C_J_20191002,2019-10-02,CR,C,J,0.0,0.0,2019,10,40,2,2019-10,0
CR_C_J_20191003,2019-10-03,CR,C,J,0.0,0.0,2019,10,40,3,2019-10,1
CR_C_J_20191004,2019-10-04,CR,C,J,0.0,0.0,2019,10,40,4,2019-10,0
CR_C_J_20191005,2019-10-05,CR,C,J,0.0,0.0,2019,10,40,5,2019-10,0
CR_C_J_20191006,2019-10-06,CR,C,J,0.0,0.0,2019,10,40,6,2019-10,0
CR_C_J_20191007,2019-10-07,CR,C,J,0.0,0.0,2019,10,41,0,2019-10,0
CR_C_J_20191008,2019-10-08,CR,C,J,0.0,0.0,2019,10,41,1,2019-10,0
CR_C_J_20191009,2019-10-09,CR,C,J,0.0,0.0,2019,10,41,2,2019-10,1
CR_C_J_20191010,2019-10-10,CR,C,J,0.0,0.0,2019,10,41,3,2019-10,0
CR_C_J_20191011,2019-10-11,CR,C,J,0.0,0.0,2019,10,41,4,2019-10,0
CR_C_J_20191012,2019-10-12,CR,C,J,0.0,0.0,2019,10,41,5,2019-10,0
CR_C_J_20191013,2019-10-13,CR,C,J,0.0,0.0,2019,10,41,6,2019-10,0
CR_C_J_20191014,2019-10-14,CR,C,J,0.0,0.0,2019,10,42,0,2019-10,0
CR_C_J_20191015,2019-10-15,CR,C,J,0.0,0.0,2019,10,42,1,2019-10,0
CR_C_J_20191016,2019-10-16,CR,C,J,0.0,0.0,2019,10,42,2,2019-10,0
CR_C_J_20191017,2019-10-17,CR,C,J,0.0,0.0,2019,10,42,3,2019-10,0
CR_C_J_20191018,2019-10-18,CR,C,J,0.0,0.0,2019,10,42,4,2019-10,0
CR_C_J_20191019,2019-10-19,CR,C,J,0.0,0.0,2019,10,42,5,2019-10,0
CR_C_J_20191020,2019-10-20,CR,C,J,0.0,0.0,2019,10,42,6,2019-10,0
CR_C_J_20191021,2019-10-21,CR,C,J,0.0,0.0,2019,10,43,0,2019-10,0
CR_C_J_20191022,2019-10-22,CR,C,J,0.0,0.0,2019,10,43,1,2019-10,0
CR_C_J_20191023,2019-10-23,CR,C,J,0.0,0.0,2019,10,43,2,2019-10,0
CR_C_J_20191024,2019-10-24,CR,C,J,0.0,0.0,2019,10,43,3,2019-10,0
CR_C_J_20191025,2019-10-25,CR,C,J,0.0,0.0,2019,10,43,4,2019-10,0
CR_C_J_20191026,2019-10-26,CR,C,J,0.0,0.0,2019,10,43,5,2019-10,0
CR_C_J_20191027,2019-10-27,CR,C,J,0.0,0.0,2019,10,43,6,2019-10,0
CR_C_J_20191028,2019-10-28,CR,C,J,0.0,0.0,2019,10,44,0,2019-10,0
CR_C_J_20191029,2019-10-29,CR,C,J,0.0,0.0,2019,10,44,1,2019-10,0
CR_C_J_20191030,2019-10-30,CR,C,J,0.0,0.0,2019,10,44,2,2019-10,0
CR_C_J_20191031,2019-10-31,CR,C,J,0.0,0.0,2019,10,44,3,2019-10,0
CR_C_J_20191101,2019-11-01,CR,C,J,0.0,0.0,2019,11,44,4,2019-11,0
CR_C_J_20191102,2019-11-02,CR,C,J,0.0,0.0,2019,11,44,5,2019-11,0
CR_C_J_20191103,2019-11-03,CR,C,J,0.0,0.0,2019,11,44,6,2019-11,0
CR_C_J_20191104,2019-11-04,CR,C,J,0.0,0.0,2019,11,45,0,2019-11,0
CR_C_J_20191105,2019-11-05,CR,C,J,0.0,0.0,2019,11,45,1,2019-11,0
CR_C_J_20191106,2019-11-06,CR,C,J,0.0,0.0,2019,11,45,2,2019-11,0
CR_C_J_20191107,2019-11-07,CR,C,J,0.0,0.0,2019,11,45,3,2019-11,0
CR_C_J_20191108,2019-11-08,CR,C,J,0.0,0.0,2019,11,45,4,2019-11,0
CR_C_J_20191109,2019-11-09,CR,C,J,0.0,0.0,2019,11,45,5,2019-11,0
CR_C_J_20191110,2019-11-10,CR,C,J,0.0,0.0,2019,11,45,6,2019-11,0
CR_C_J_20191111,2019-11-11,CR,C,J,0.0,0.0,2019,11,46,0,2019-11,0
CR_C_J_20191112,2019-11-12,CR,C,J,0.0,0.0,2019,11,46,1,2019-11,0
CR_C_J_20191113,2019-11-13,CR,C,J,0.0,0.0,2019,11,46,2,2019-11,0
CR_C_J_20191114,2019-11-14,CR,C,J,0.0,0.0,2019,11,46,3,2019-11,0
CR_C_J_20191115,2019-11-15,CR,C,J,0.0,0.0,2019,11,46,4,2019-11,0
CR_C_J_20191116,2019-11-16,CR,C,J,0.0,0.0,2019,11,46,5,2019-11,0
CR_C_J_20191117,2019-11-17,CR,C,J,0.0,0.0,2019,11,46,6,2019-11,0
CR_C_J_20191118,2019-11-18,CR,C,J,0.0,0.0,2019,11,47,0,2019-11,0
CR_C_J_20191119,2019-11-19,CR,C,J,0.0,0.0,2019,11,47,1,2019-11,0
CR_C_J_20191120,2019-11-20,CR,C,J,0.0,0.0,2019,11,47,2,2019-11,0
CR_C_J_20191121,2019-11-21,CR,C,J,0.0,0.0,2019,11,47,3,2019-11,0
CR_C_J_20191122,2019-11-22,CR,C,J,0.0,0.0,2019,11,47,4,2019-11,0
CR_C_J_20191123,2019-11-23,CR,C,J,0.0,0.0,2019,11,47,5,2019-11,0
CR_C_J_20191124,2019-11-24,CR,C,J,0.0,0.0,2019,11,47,6,2019-11,0
CR_C_J_20191125,2019-11-25,CR,C,J,0.0,0.0,2019,11,48,0,2019-11,0
CR_C_J_20191126,2019-11-26,CR,C,J,0.0,0.0,2019,11,48,1,2019-11,0
CR_C_J_20191127,2019-11-27,CR,C,J,0.0,0.0,2019,11,48,2,2019-11,0
CR_C_J_20191128,2019-11-28,CR,C,J,0.0,0.0,2019,11,48,3,2019-11,0
CR_C_J_20191129,2019-11-29,CR,C,J,0.0,0.0,2019,11,48,4,2019-11,0
CR_C_J_20191130,2019-11-30,CR,C,J,0.0,0.0,2019,11,48,5,2019-11,0
CR_C_J_20191201,2019-12-01,CR,C,J,0.0,0.0,2019,12,48,6,2019-12,0
CR_C_J_20191202,2019-12-02,CR,C,J,0.0,0.0,2019,12,49,0,2019-12,0
CR_C_J_20191203,2019-12-03,CR,C,J,0.0,0.0,2019,12,49,1,2019-12,0
CR_C_J_20191204,2019-12-04,CR,C,J,0.0,0.0,2019,12,49,2,2019-12,0
CR_C_J_20191205,2019-12-05,CR,C,J,0.0,0.0,2019,12,49,3,2019-12,0
CR_C_J_20191206,2019-12-06,CR,C,J,0.0,0.0,2019,12,49,4,2019-12,0
CR_C_J_20191207,2019-12-07,CR,C,J,0.0,0.0,2019,12,49,5,2019-12,0
CR_C_J_20191208,2019-12-08,CR,C,J,0.0,0.0,2019,12,49,6,2019-12,0
CR_C_J_20191209,2019-12-09,CR,C,J,0.0,0.0,2019,12,50,0,2019-12,0
CR_C_J_20191210,2019-12-10,CR,C,J,0.0,0.0,2019,12,50,1,2019-12,0
CR_C_J_20191211,2019-12-11,CR,C,J,0.0,0.0,2019,12,50,2,2019-12,0
CR_C_J_20191212,2019-12-12,CR,C,J,0.0,0.0,2019,12,50,3,2019-12,0
CR_C_J_20191213,2019-12-13,CR,C,J,0.0,0.0,2019,12,50,4,2019-12,0
CR_C_J_20191214,2019-12-14,CR,C,J,0.0,0.0,2019,12,50,5,2019-12,0
CR_C_J_20191215,2019-12-15,CR,C,J,0.0,0.0,2019,12,50,6,2019-12,0
CR_C_J_20191216,2019-12-16,CR,C,J,0.0,0.0,2019,12,51,0,2019-12,0
CR_C_J_20191217,2019-12-17,CR,C,J,0.0,0.0,2019,12,51,1,2019-12,0
CR_C_J_20191218,2019-12-18,CR,C,J,98.8,12.31,2019,12,51,2,2019-12,0
CR_C_J_20191219,2019-12-19,CR,C,J,0.0,0.0,2019,12,51,3,2019-12,0
CR_C_J_20191220,2019-12-20,CR,C,J,0.0,0.0,2019,12,51,4,2019-12,0
CR_C_J_20191221,2019-12-21,CR,C,J,0.0,0.0,2019,12,51,5,2019-12,0
CR_C_J_20191222,2019-12-22,CR,C,J,0.0,0.0,2019,12,51,6,2019-12,0
CR_C_J_20191223,2019-12-23,CR,C,J,104.0,15.31,2019,12,52,0,2019-12,0
CR_C_J_20191224,2019-12-24,CR,C,J,0.0,0.0,2019,12,52,1,2019-12,0
CR_C_J_20191225,2019-12-25,CR,C,J,105.2,18.71,2019,12,52,2,2019-12,0
CR_C_J_20191226,2019-12-26,CR,C,J,97.6,14.04,2019,12,52,3,2019-12,0
CR_C_J_20191227,2019-12-27,CR,C,J,102.4,14.11,2019,12,52,4,2019-12,0
CR_C_J_20191228,2019-12-28,CR,C,J,0.0,0.0,2019,12,52,5,2019-12,0
CR_C_J_20191229,2019-12-29,CR,C,J,0.0,0.0,2019,12,52,6,2019-12,0
CR_C_J_20191230,2019-12-30,CR,C,J,187.6,15.69,2019,12,1,0,2019-12,0
