timestamp,item,expo_quantity,expo_rev,impo_quantity,impo_cost,margin
2021-03,PP,0,0,32695,72,-72
2021-03,AP,46967,156,0,0,156
2021-03,PR,236192,976,0,0,976
2021-04,TM,419666,1161,0,0,1161
2021-04,ON,41258,59,2427730,1189,-1130
2021-04,SL,3,0,368391,374,-374
2021-04,BC,0,0,903004,970,-970
2021-04,BS,0,0,22070,146,-146
2021-04,CB,35771,20,235830,108,-89
2021-04,LT,2916,24,36520,31,-7
2021-04,CR,20700,20,9433643,5497,-5477
2021-04,TN,577,0,0,0,0
2021-04,CC,3151,13,0,0,13
2021-04,DP,879,7,94809,205,-198
2021-04,FG,2023,23,67432,297,-275
2021-04,PA,16,1,6222571,5426,-5425
2021-04,MG,9,0,3737702,14022,-14022
2021-04,MS,0,0,2255,23,-23
2021-04,OR,0,0,33256191,62299,-62299
2021-04,TG,3301,11,41882,142,-131
2021-04,GP,0,0,1265821,2493,-2493
2021-04,LM,100,1,1437953,3136,-3136
2021-04,WM,1680,7,0,0,7
2021-04,PP,160,1,15625,40,-40
2021-04,AP,24825,66,0,0,66
2021-04,PR,34800,171,0,0,171
2021-04,PU,0,0,1,0,0
2021-05,TM,378397,1090,0,0,1090
2021-05,ON,4775,6,485000,228,-222
2021-05,SL,0,0,404119,395,-395
2021-05,BC,0,0,801278,854,-854
2021-05,BS,0,0,23400,153,-153
2021-05,CB,155081,80,256496,90,-10
2021-05,LT,25428,39,309889,168,-129
2021-05,CR,13500,12,3871847,2260,-2248
2021-05,TN,312,0,0,0,0
2021-05,CC,3394,14,0,0,14
2021-05,BE,20,0,1,0,0
2021-05,DP,24,0,135750,282,-282
2021-05,FG,0,0,92381,459,-459
2021-05,PA,0,0,6106988,5206,-5206
2021-05,GV,0,0,0,0,0
2021-05,MG,76,2,3074656,11064,-11062
2021-05,MS,0,0,103917,724,-724
2021-05,OR,0,0,10201481,19595,-19595
2021-05,TG,2778,24,12540,77,-53
2021-05,GP,0,0,852784,1764,-1764
2021-05,LM,0,0,1253323,2923,-2923
2021-05,WM,21966,58,0,0,58
2021-05,PP,0,0,13000,37,-37
2021-05,AP,6110,31,1,0,31
2021-05,PR,9880,57,0,0,57
2021-05,AC,0,0,2,0,0
2021-05,PU,6,0,0,0,0
2021-06,TM,425591,1278,1,0,1278
2021-06,ON,3178709,1548,650990,238,1310
2021-06,SL,0,0,186999,272,-272
2021-06,BC,0,0,589536,630,-630
2021-06,BS,0,0,25100,159,-159
2021-06,CB,533143,312,349285,87,225
2021-06,LT,195564,194,143571,118,76
2021-06,CR,21000,15,8519760,4558,-4543
2021-06,TN,130,0,0,0,0
2021-06,CC,3586,13,0,0,13
2021-06,BE,0,0,125,1,-1
2021-06,DP,438,4,41589,125,-121
2021-06,FG,1751,17,37422,157,-140
2021-06,PA,0,0,6101810,5222,-5222
2021-06,MG,504,13,1977624,8599,-8586
2021-06,MS,0,0,266564,1399,-1399
2021-06,OR,14984,68,1904965,3291,-3223
2021-06,TG,5350,39,1,0,39
2021-06,GP,0,0,1622020,2905,-2905
2021-06,LM,36,0,1162881,2830,-2830
2021-06,WM,67275,156,0,0,156
2021-06,PP,0,0,18770,49,-49
2021-06,AP,36052,77,0,0,77
2021-06,PR,6236,37,0,0,37
2021-06,PC,10619,95,0,0,95
2021-06,PU,1297,6,0,0,6
2021-07,TM,465372,1307,0,0,1307
2021-07,ON,3261813,1647,347000,127,1519
2021-07,SL,0,0,139678,169,-169
2021-07,BC,0,0,796301,912,-912
2021-07,BS,0,0,28500,177,-177
2021-07,CB,1061886,507,434775,99,408
2021-07,LT,3294,40,2714184,1998,-1958
2021-07,CR,16968,15,7414500,3243,-3229
2021-07,CC,2605,9,0,0,9
2021-07,BE,2,0,20125,35,-35
2021-07,DP,0,0,41411,109,-109
2021-07,FG,756,9,59181,305,-296
2021-07,PA,55,0,5014877,4221,-4220
2021-07,GV,0,0,1,0,0
2021-07,MG,0,0,759134,3175,-3175
2021-07,MS,0,0,141975,594,-594
2021-07,OR,380,1,2996054,4993,-4992
2021-07,TG,5022,40,0,0,40
2021-07,GP,75,0,1271528,1867,-1866
2021-07,LM,85,0,2184681,4899,-4899
2021-07,WM,31012,81,0,0,81
2021-07,PP,0,0,13450,30,-30
2021-07,AP,4758,26,0,0,26
2021-07,PR,3180,17,0,0,17
2021-07,PC,95465,731,0,0,731
2021-07,PU,210,2,2,0,2
2021-08,TM,436524,1242,0,0,1242
2021-08,ON,271327,192,560920,183,9
2021-08,SL,45,1,112783,192,-191
2021-08,BC,0,0,1104568,1349,-1349
2021-08,BS,0,0,24650,150,-150
2021-08,CB,2281211,1286,729294,166,1120
2021-08,LT,71233,117,4323326,3285,-3168
2021-08,CR,14500,11,7239230,2475,-2465
2021-08,CC,3220,13,1,0,13
2021-08,BE,13,0,24502,43,-43
2021-08,DP,0,0,18196,30,-30
2021-08,FG,882,11,55955,227,-216
2021-08,PA,33,0,4717471,3942,-3941
2021-08,GV,0,0,2,0,0
2021-08,MG,72,3,713367,3150,-3147
2021-08,MS,0,0,147511,622,-622
2021-08,OR,13267,28,2349166,3887,-3859
2021-08,TG,6787,41,0,0,41
2021-08,GP,125,1,734860,1062,-1061
2021-08,LM,0,0,1389925,2944,-2944
2021-08,WM,13118,26,0,0,26
2021-08,PP,0,0,16945,44,-44
2021-08,AP,29832,78,0,0,78
2021-08,PR,2745644,9512,0,0,9512
2021-08,PC,147558,1074,0,0,1074
2021-08,PU,226,0,0,0,0
2021-09,TM,435588,1208,0,0,1208
2021-09,ON,484696,270,1162000,361,-90
2021-09,SL,132,1,188378,243,-242
2021-09,BC,0,0,1404598,1807,-1807
2021-09,BS,0,0,24820,141,-141
2021-09,CB,1700288,982,276920,92,890
2021-09,LT,89207,182,2479396,1925,-1743
2021-09,CR,17010,12,8778380,3089,-3077
2021-09,CC,1392,8,0,0,8
2021-09,BE,0,0,1,0,0
2021-09,DP,6,0,23186,59,-59
2021-09,FG,1069,11,6852,32,-21
2021-09,PA,0,0,3827050,3366,-3366
2021-09,GV,0,0,1,0,0
2021-09,MG,0,0,1014021,4851,-4851
2021-09,MS,0,0,27013,124,-124
2021-09,OR,0,0,1987805,3126,-3126
2021-09,TG,14750,72,4,0,72
2021-09,GP,0,0,706805,1035,-1035
2021-09,LM,0,0,1101237,2149,-2149
2021-09,WM,1695,5,0,0,5
2021-09,PP,20,0,10890,23,-23
2021-09,AP,21390,108,0,0,108
2021-09,PR,3091347,10750,0,0,10750
2021-09,PC,99029,731,0,0,731
2021-09,PU,45,0,0,0,0
2021-10,TM,503949,1508,0,0,1508
2021-10,ON,2440893,1557,339550,130,1427
2021-10,SL,0,0,92208,152,-152
2021-10,BC,0,0,613890,757,-757
2021-10,BS,0,0,30012,142,-142
2021-10,CB,292291,193,115924,50,143
2021-10,LT,31285,77,51027,237,-159
2021-10,CR,23832,27,10311900,3584,-3557
2021-10,CC,1894,10,0,0,10
2021-10,BE,0,0,1,0,0
2021-10,DP,442,4,3315,20,-17
2021-10,FG,598,6,90475,409,-403
2021-10,PA,0,0,4264663,3935,-3935
2021-10,GV,0,0,0,0,0
2021-10,MG,0,0,750441,3522,-3522
2021-10,OR,0,0,1136429,1426,-1426
2021-10,TG,93354,92,0,0,92
2021-10,GP,0,0,582755,932,-932
2021-10,LM,0,0,1382374,2899,-2899
2021-10,WM,110,1,0,0,1
2021-10,PP,0,0,21670,53,-53
2021-10,AP,71477,192,0,0,192
2021-10,PR,4946171,16278,0,0,16278
2021-10,PC,10117,71,0,0,71
2021-10,PU,0,0,2,0,0
2021-11,TM,436206,1252,0,0,1252
2021-11,ON,359243,238,427395,194,44
2021-11,SL,450,3,154057,182,-179
2021-11,BC,0,0,695498,1125,-1125
2021-11,BS,0,0,22452,105,-105
2021-11,CB,204327,178,262336,115,63
2021-11,LT,1358,15,24960,29,-14
2021-11,CR,38244,86,6662900,2564,-2478
2021-11,TN,0,0,1,0,0
2021-11,CC,1876,10,0,0,10
2021-11,BE,229,2,2,0,2
2021-11,DP,657,5,38670,67,-62
2021-11,FG,2230,24,78539,367,-343
2021-11,PA,43,4,5403630,4928,-4924
2021-11,MG,18,2,875528,5119,-5117
2021-11,MS,0,0,0,0,0
2021-11,OR,3,0,1210530,1559,-1559
2021-11,TG,3399820,3072,0,0,3072
2021-11,GP,20,0,1536889,2826,-2826
2021-11,LM,1427,3,1577331,3888,-3884
2021-11,WM,7170,12,0,0,12
2021-11,PP,0,0,22486,45,-45
2021-11,AP,351818,951,12,1,951
2021-11,PR,5095393,15136,12,0,15136
2021-11,AC,0,0,1,0,0
2021-11,CE,0,0,2,0,0
2021-12,TM,475858,1319,0,0,1319
2021-12,ON,3708,6,1113980,490,-485
2021-12,SL,290,1,147114,268,-267
2021-12,BC,0,0,465696,689,-689
2021-12,BS,0,0,25498,121,-121
2021-12,CB,87244,50,82443,54,-4
2021-12,LT,1815,19,234620,154,-135
2021-12,CR,18610,23,8797770,4855,-4832
2021-12,CC,812,6,0,0,6
2021-12,BE,25,0,4,0,0
2021-12,DP,0,0,34688,117,-117
2021-12,FG,447,5,99574,469,-465
2021-12,PA,8,0,5216518,4461,-4461
2021-12,MG,0,0,1125263,7194,-7194
2021-12,MS,0,0,1379,12,-12
2021-12,OR,17,0,1232623,1947,-1947
2021-12,TG,2502702,2170,0,0,2170
2021-12,GP,0,0,2040040,3682,-3682
2021-12,LM,0,0,1245854,3195,-3195
2021-12,WM,82,0,0,0,0
2021-12,PP,0,0,14445,26,-26
2021-12,AP,480897,1359,0,0,1359
2021-12,PR,4230719,13383,0,0,13383
2021-12,AC,0,0,3,0,0
2021-12,PU,0,0,0,0,0
2022-01,CT,91193,324,0,0,324
2022-01,ON,0,0,1163895,499,-499
2022-01,ST,0,0,171701,232,-232
2022-01,BC,32,0,864768,1061,-1060
2022-01,BS,0,0,17750,89,-89
2022-01,CB,84200,19,30000,19,1
2022-01,LT,1980,21,1689165,1128,-1106
2022-01,CR,34274,69,4402510,2916,-2847
2022-01,CC,4143,21,0,0,21
2022-01,DP,438,4,2736,20,-17
2022-01,FG,876,9,62910,263,-254
2022-01,PA,12,0,3958384,3109,-3109
2022-01,GV,0,0,2,0,0
2022-01,MG,60,0,2730963,15188,-15188
2022-01,MS,0,0,1195,3,-3
2022-01,OR,19259,30,2026061,3708,-3678
2022-01,TG,208428,294,0,0,294
2022-01,GP,224,2,722487,1262,-1260
2022-01,LM,49,2,1077543,2443,-2441
2022-01,WM,184,1,0,0,1
2022-01,OM,30,0,0,0,0
2022-01,PP,0,0,9500,23,-23
2022-01,AP,182845,479,0,0,479
2022-01,PR,1787399,6115,0,0,6115
2022-01,AC,0,0,1,0,0
2022-01,CE,65,0,0,0,0
2022-02,CT,69120,249,0,0,249
2022-02,ON,0,0,1344000,543,-543
2022-02,ST,0,0,114412,140,-140
2022-02,BC,32,0,579744,661,-661
2022-02,BS,0,0,12400,62,-62
2022-02,CB,88581,47,110515,57,-9
2022-02,LT,2990,31,1355440,830,-799
2022-02,CR,16020,18,5573000,3789,-3772
2022-02,CC,1015,10,0,0,10
2022-02,BE,32,0,0,0,0
2022-02,DP,0,0,41819,109,-109
2022-02,FG,1095,11,65146,307,-295
2022-02,PA,0,0,4635562,4087,-4087
2022-02,GV,0,0,3,0,0
2022-02,MG,40,0,2990791,13454,-13454
2022-02,OR,21795,54,3128163,5680,-5626
2022-02,TG,8691,42,16547,69,-27
2022-02,GP,292,2,1540020,2703,-2700
2022-02,LM,0,0,2374888,5273,-5273
2022-02,WM,1199,5,0,0,5
2022-02,OM,4986,40,0,0,40
2022-02,PP,0,0,14149,37,-37
2022-02,AP,85692,207,0,0,207
2022-02,PR,635369,1867,12800,71,1796
2022-02,AC,0,0,0,0,0
2022-02,CE,170,1,0,0,1
2022-02,PC,15,0,0,0,0
2022-03,CT,105870,384,0,0,384
2022-03,ON,0,0,479325,184,-184
2022-03,ST,40,0,186921,143,-142
2022-03,BC,32,0,722202,857,-857
2022-03,BS,0,0,11200,63,-63
2022-03,CB,9778,9,177844,80,-70
2022-03,LT,2410,26,516902,350,-324
2022-03,CR,17000,16,8673670,4056,-4040
2022-03,CC,931,10,0,0,10
2022-03,BE,43,0,1,0,0
2022-03,DP,876,7,64711,161,-154
2022-03,FG,876,9,55005,251,-243
2022-03,PA,11864,14,5222545,4827,-4812
2022-03,GV,0,0,0,0,0
2022-03,MG,49,0,4075868,16322,-16321
2022-03,OR,21910,52,30365902,65614,-65561
2022-03,TG,298,3,0,0,3
2022-03,GP,0,0,1043258,1914,-1914
2022-03,LM,1580,3,2018188,4398,-4395
2022-03,WM,1270,6,0,0,6
2022-03,OM,22795,175,0,0,175
2022-03,PP,0,0,13645,36,-36
2022-03,AP,114542,294,0,0,294
2022-03,PR,913432,2561,0,0,2561
2022-03,PU,0,0,1,0,0
2022-04,CT,137696,571,0,0,571
2022-04,ON,0,0,71995,32,-32
2022-04,ST,0,0,222510,241,-241
2022-04,BC,32,0,916194,1165,-1165
2022-04,BS,0,0,16960,120,-120
2022-04,CB,3216,5,391220,156,-151
2022-04,LT,3363,36,72270,40,-4
2022-04,CR,14510,13,8141410,3794,-3781
2022-04,CC,2411,12,0,0,12
2022-04,BE,50,0,3,0,0
2022-04,DP,0,0,61906,172,-172
2022-04,FG,876,9,83339,382,-373
2022-04,PA,0,0,6037687,5767,-5767
2022-04,GV,0,0,1,0,0
2022-04,MG,50,0,3634771,13048,-13047
2022-04,MS,0,0,64957,303,-303
2022-04,OR,4320,5,19203305,43576,-43571
2022-04,TG,110,1,0,0,1
2022-04,GP,32,0,1004554,1743,-1743
2022-04,LM,17,0,1460309,2950,-2950
2022-04,WM,4329,19,0,0,19
2022-04,OM,24128,159,0,0,159
2022-04,PP,0,0,16550,45,-45
2022-04,AP,66239,193,0,0,193
2022-04,PR,351986,1024,0,0,1024
2022-04,PU,0,0,1,0,0
2022-05,CT,127456,452,0,0,452
2022-05,ON,0,0,141200,53,-53
2022-05,ST,0,0,285586,249,-249
2022-05,BC,40,0,656736,774,-774
2022-05,BS,0,0,25200,172,-172
2022-05,CB,90426,68,357656,115,-47
2022-05,LT,149971,132,0,0,132
2022-05,CR,18500,19,7064500,3540,-3522
2022-05,CC,2798,9,0,0,9
2022-05,BE,91,0,5,0,0
2022-05,DP,0,0,29381,79,-79
2022-05,FG,2189,22,66429,288,-266
2022-05,PA,24,0,6984349,6799,-6799
2022-05,MG,89,0,3032527,10823,-10823
2022-05,MS,0,0,350830,1711,-1711
2022-05,OR,19911,47,11430687,26689,-26642
2022-05,TG,810,9,1,0,9
2022-05,GP,53,0,816986,1535,-1535
2022-05,LM,34,0,1497104,2904,-2904
2022-05,WM,9794,29,0,0,29
2022-05,OM,29140,149,0,0,149
2022-05,PP,17,0,12405,36,-36
2022-05,AP,26556,79,0,0,79
2022-05,PR,102465,342,0,0,342
2022-05,AC,5,0,3,0,0
2022-05,CE,35,0,0,0,0
2022-05,PC,22,0,0,0,0
2022-05,PU,7,0,1,0,0
2022-06,CT,142707,495,0,0,495
2022-06,ON,0,0,240000,61,-61
2022-06,ST,0,0,149470,203,-203
2022-06,BC,48,0,456194,515,-515
2022-06,BS,0,0,19050,129,-129
2022-06,CB,668103,365,357920,102,264
2022-06,LT,346393,339,35776,32,308
2022-06,CR,2406,3,8812500,4618,-4616
2022-06,CC,1987,8,0,0,8
2022-06,BE,0,0,11,0,0
2022-06,DP,1080,9,51998,133,-124
2022-06,FG,1314,13,45043,210,-197
2022-06,PA,26,0,7294297,7431,-7430
2022-06,MG,72,1,1534594,6149,-6149
2022-06,MS,0,0,356281,1495,-1495
2022-06,OR,5114,5,1817023,3800,-3795
2022-06,TG,2097,22,0,0,22
2022-06,GP,4,0,806153,1474,-1474
2022-06,LM,0,0,2131595,4490,-4490
2022-06,WM,52395,114,0,0,114
2022-06,OM,28728,132,0,0,132
2022-06,PP,0,0,9900,29,-29
2022-06,AP,25113,64,0,0,64
2022-06,PR,142545,492,0,0,492
2022-06,AC,32,0,0,0,0
2022-06,CE,45,0,0,0,0
2022-06,PC,12884,102,0,0,102
2022-06,PU,202,2,0,0,2
2022-07,CT,103447,393,0,0,393
2022-07,ST,0,0,120730,196,-196
2022-07,BC,32,0,722304,853,-853
2022-07,BS,0,0,18380,124,-124
2022-07,CB,1706478,934,354310,105,828
2022-07,LT,149940,142,2603708,2169,-2027
2022-07,CR,24700,19,8389500,3817,-3798
2022-07,CC,1140,10,0,0,10
2022-07,BE,127,0,0,0,0
2022-07,DP,0,0,13163,46,-46
2022-07,FG,439,5,37668,172,-167
2022-07,PA,30,1,5891766,5541,-5541
2022-07,MG,77,1,848109,3738,-3737
2022-07,MS,0,0,18818,73,-73
2022-07,OR,34,0,1351592,2222,-2222
2022-07,TG,9082,61,0,0,61
2022-07,GP,22,0,1523415,2134,-2134
2022-07,LM,0,0,2578928,5260,-5260
2022-07,WM,28159,68,0,0,68
2022-07,OM,7380,30,0,0,30
2022-07,PP,0,0,13500,38,-38
2022-07,AP,2390,5,0,0,5
2022-07,PR,20937,69,0,0,69
2022-07,AC,0,0,1,0,0
2022-07,CE,10,0,0,0,0
2022-07,PC,148685,1203,0,0,1203
2022-07,PU,120,1,2,0,1
2022-08,CT,62186,228,0,0,228
2022-08,ST,0,0,108175,196,-196
2022-08,BC,33,0,1245587,1349,-1349
2022-08,BS,0,0,20050,138,-138
2022-08,CB,283592,166,629790,221,-55
2022-08,LT,10178,32,4075940,3372,-3340
2022-08,CH,0,0,495,3,-3
2022-08,CR,15536,13,7106000,3063,-3050
2022-08,CC,873,6,0,0,6
2022-08,BE,50,0,0,0,0
2022-08,DP,0,0,17234,53,-53
2022-08,FG,0,0,67079,350,-350
2022-08,PA,25,0,5868213,5463,-5463
2022-08,GV,0,0,0,0,0
2022-08,MG,86,1,812466,4207,-4206
2022-08,MS,0,0,1380,6,-6
2022-08,OR,17,0,1780154,2986,-2986
2022-08,TG,7174,54,0,0,54
2022-08,GP,26,0,1938380,2370,-2370
2022-08,LM,18,0,2086698,4106,-4106
2022-08,WM,18864,49,0,0,49
2022-08,OM,3078,10,0,0,10
2022-08,PP,0,0,19850,55,-55
2022-08,AP,17457,81,0,0,81
2022-08,PR,4118967,13249,0,0,13249
2022-08,AC,316,7,0,0,7
2022-08,CE,5,0,0,0,0
2022-08,PC,216420,1640,0,0,1640
2022-08,PU,90,1,1,0,1
2022-09,CT,52492,204,0,0,204
2022-09,ST,0,0,126120,183,-183
2022-09,BC,24,0,1066130,1250,-1250
2022-09,BS,0,0,18569,113,-113
2022-09,CB,152077,107,534312,184,-77
2022-09,LT,70344,75,3152972,2876,-2801
2022-09,CH,0,0,1830,12,-12
2022-09,CR,23500,19,11543000,4875,-4857
2022-09,CC,1053,8,0,0,8
2022-09,DP,778,6,24886,52,-46
2022-09,FG,1533,17,46386,214,-197
2022-09,PA,24,0,5668582,5311,-5311
2022-09,GV,0,0,2,0,0
2022-09,MG,80,1,914024,4688,-4687
2022-09,MS,0,0,7360,28,-28
2022-09,OR,17,0,3127582,5295,-5295
2022-09,TG,6903,37,0,0,37
2022-09,GP,0,0,1296725,1491,-1491
2022-09,LM,0,0,1319798,2622,-2622
2022-09,WM,13949,40,0,0,40
2022-09,OM,55,0,0,0,0
2022-09,PP,0,0,9535,29,-29
2022-09,AP,59437,181,0,0,181
2022-09,PR,2889641,8467,0,0,8467
2022-09,PC,109967,708,0,0,708
2022-09,PU,15,0,0,0,0
2022-10,CT,62253,225,0,0,225
2022-10,ST,0,0,182893,210,-210
2022-10,BC,8,0,770860,890,-890
2022-10,BS,0,0,19769,96,-96
2022-10,CB,3926,7,672530,240,-233
2022-10,LT,213743,233,173708,146,87
2022-10,CH,0,0,2205,14,-14
2022-10,CR,11560,10,9396700,3727,-3718
2022-10,CC,1090,7,0,0,7
2022-10,BE,0,0,0,0,0
2022-10,DP,0,0,11234,29,-29
2022-10,FG,10,0,51132,230,-230
2022-10,PA,24,0,5388349,4920,-4920
2022-10,MG,83,1,460506,2058,-2057
2022-10,MS,0,0,8085,32,-32
2022-10,OR,34,0,2279046,2888,-2888
2022-10,TG,96813,118,0,0,118
2022-10,GP,0,0,1303298,1346,-1346
2022-10,LM,26247,45,1168388,2123,-2078
2022-10,WM,408,1,0,0,1
2022-10,PP,0,0,19840,56,-56
2022-10,AP,76520,199,0,0,199
2022-10,PR,4785631,13395,0,0,13395
2022-10,PC,1202,10,0,0,10
2022-10,PU,25,0,0,0,0
2022-11,CT,97365,349,0,0,349
2022-11,ST,0,0,121078,206,-206
2022-11,BC,24,0,712994,820,-820
2022-11,BS,0,0,17516,85,-85
2022-11,CB,13120,23,418180,121,-98
2022-11,LT,27725,34,0,0,34
2022-11,CH,0,0,2595,17,-17
2022-11,CR,15500,12,6080600,2225,-2213
2022-11,CC,1306,4,0,0,4
2022-11,DP,6,0,96933,251,-250
2022-11,FG,0,0,83562,393,-393
2022-11,PA,38,0,4951693,4186,-4186
2022-11,GV,0,0,0,0,0
2022-11,MG,62,1,997564,5612,-5611
2022-11,MS,0,0,2995,12,-12
2022-11,OR,34,0,797175,800,-800
2022-11,TG,1382242,1406,0,0,1406
2022-11,GP,7,0,671965,1111,-1111
2022-11,LM,1017,7,1315800,3260,-3253
2022-11,WM,1989,3,0,0,3
2022-11,PP,0,0,13600,40,-40
2022-11,AP,586072,1660,0,0,1660
2022-11,PR,5087263,13255,0,0,13255
2022-11,PU,412,2,0,0,2
2022-12,CT,78723,274,0,0,274
2022-12,ST,0,0,158268,195,-195
2022-12,BC,3516,9,380160,380,-372
2022-12,BS,0,0,23360,124,-124
2022-12,CB,133572,84,299384,87,-3
2022-12,LT,3401,23,0,0,23
2022-12,CH,0,0,2962,22,-22
2022-12,CR,21020,16,11060210,3674,-3658
2022-12,CC,815,6,0,0,6
2022-12,DP,14,0,29175,79,-79
2022-12,FG,0,0,77400,341,-341
2022-12,PA,24,0,5202706,4778,-4778
2022-12,MG,55,0,1165651,6925,-6925
2022-12,MS,0,0,1650,11,-11
2022-12,OR,17,0,480821,695,-695
2022-12,TG,1537517,1396,17600,22,1374
2022-12,GP,0,0,863027,1411,-1411
2022-12,LM,0,0,1437416,3430,-3430
2022-12,WM,2758,11,0,0,11
2022-12,PP,0,0,15040,48,-48
2022-12,AP,447386,1341,0,0,1341
2022-12,PR,5438659,13523,0,0,13523
2022-12,CE,5,0,0,0,0
2022-12,PU,0,0,1,0,0
2023-01,CT,52534,195,0,0,195
2023-01,ST,0,0,124923,164,-164
2023-01,BC,32,1,294624,324,-323
2023-01,BS,0,0,14600,79,-79
2023-01,CB,216721,129,303960,85,44
2023-01,LT,1948,21,689223,582,-561
2023-01,CH,0,0,2235,17,-17
2023-01,CR,16010,13,6754130,2333,-2321
2023-01,CC,3693,18,0,0,18
2023-01,BE,0,0,3,0,0
2023-01,DP,0,0,52564,134,-134
2023-01,FG,876,10,81712,386,-376
2023-01,PA,52,1,4298581,3994,-3993
2023-01,GV,0,0,4,0,0
2023-01,MG,50,1,2670756,14278,-14277
2023-01,MS,0,0,1615,4,-4
2023-01,OR,34,0,1200997,2563,-2563
2023-01,TG,81509,269,0,0,269
2023-01,GP,0,0,1268771,2009,-2009
2023-01,LM,0,0,1142171,2512,-2512
2023-01,WM,729,3,0,0,3
2023-01,OM,25,0,0,0,0
2023-01,PP,0,0,10590,34,-34
2023-01,AP,110697,290,0,0,290
2023-01,PR,1449675,4229,0,0,4229
2023-01,CE,5,0,0,0,0
2023-01,PU,0,0,4,0,0
2023-02,CT,48202,197,0,0,197
2023-02,ST,0,0,135810,197,-197
2023-02,BC,24,0,332640,352,-352
2023-02,BS,71,1,10362,55,-55
2023-02,CB,13188,13,377456,104,-91
2023-02,LT,2778,26,1072595,894,-867
2023-02,CH,0,0,1566,12,-12
2023-02,CR,22510,20,9260020,3758,-3737
2023-02,TN,4000,4,2,0,4
2023-02,CC,946,5,0,0,5
2023-02,BE,331,3,2,0,3
2023-02,DP,28,0,30850,99,-98
2023-02,FG,1319,14,104566,454,-440
2023-02,PA,12,0,5293796,4890,-4890
2023-02,GV,0,0,3,0,0
2023-02,MG,25,0,2432210,10374,-10374
2023-02,MS,0,0,30110,230,-230
2023-02,OR,5944,49,3137982,6274,-6225
2023-02,TG,6895,34,27765,98,-64
2023-02,GP,0,0,1175682,1856,-1856
2023-02,LM,0,0,2037845,4238,-4238
2023-02,WM,810,4,0,0,4
2023-02,OM,14075,106,0,0,106
2023-02,PP,0,0,23830,71,-71
2023-02,AP,135165,351,0,0,351
2023-02,PR,2206012,5411,1,0,5411
2023-02,CE,5,0,0,0,0
2023-02,PU,0,0,2,0,0
